time,yaw_master,Roll_master,Pitch_master,yaw_slave,Roll_slave,Pitch_slave,yaw_diff,Roll_diff,Pitch_diff,speed,limit_angle,limit_time
222889,358.54,-1.27,-1.92,1.01,0.94,2.27,2.47,2.21,4.18,0.00,80.00,3.00
222918,358.58,-1.27,-1.92,1.04,0.87,2.28,2.45,2.15,4.20,0.00,80.00,3.00
222947,358.50,-1.27,-1.91,0.91,0.84,2.30,2.41,2.10,4.21,0.00,80.00,3.00
222976,358.46,-1.26,-1.91,0.80,0.83,2.23,2.34,2.09,4.14,0.00,80.00,3.00
223005,358.45,-1.27,-1.91,0.80,0.83,2.26,2.35,2.10,4.17,0.00,80.00,3.00
223034,358.40,-1.27,-1.91,0.82,0.83,2.30,2.42,2.10,4.22,0.00,80.00,3.00
223066,358.35,-1.27,-1.92,0.78,0.82,2.28,2.43,2.09,4.20,0.00,80.00,3.00
223095,358.46,-1.27,-1.92,0.79,0.89,2.24,2.33,2.15,4.16,0.00,80.00,3.00
223124,358.51,-1.27,-1.91,0.80,0.91,2.35,2.29,2.18,4.26,0.00,80.00,3.00
223153,358.50,-1.27,-1.90,0.82,0.92,2.39,2.32,2.19,4.29,0.00,80.00,3.00
223182,358.47,-1.26,-1.90,0.76,0.94,2.43,2.29,2.20,4.33,0.00,80.00,3.00
223211,358.54,-1.26,-1.90,0.80,0.95,2.46,2.27,2.22,4.36,0.00,80.00,3.00
223240,358.52,-1.26,-1.91,0.72,0.89,2.50,2.20,2.15,4.41,0.00,80.00,3.00
223272,358.52,-1.26,-1.91,0.71,0.88,2.47,2.19,2.15,4.38,0.00,80.00,3.00
223301,358.52,-1.26,-1.90,0.67,0.90,2.47,2.15,2.15,4.37,0.00,80.00,3.00
223330,358.57,-1.25,-1.90,0.70,0.86,2.44,2.13,2.10,4.34,0.00,80.00,3.00
223359,358.62,-1.25,-1.89,0.65,0.89,2.43,2.02,2.13,4.32,0.00,80.00,3.00
223388,358.62,-1.25,-1.88,0.70,0.92,2.39,2.08,2.16,4.27,0.00,80.00,3.00
223434,358.64,-1.25,-1.88,0.79,0.98,2.33,2.15,2.23,4.22,0.00,80.00,3.00
223463,358.72,-1.26,-1.88,0.78,0.99,2.23,2.06,2.25,4.12,0.00,80.00,3.00
223495,358.80,-1.26,-1.89,0.81,0.99,2.25,2.01,2.25,4.14,0.00,80.00,3.00
223524,358.87,-1.26,-1.89,0.79,1.06,2.32,1.92,2.32,4.21,0.00,80.00,3.00
223553,358.87,-1.27,-1.90,0.77,1.06,2.33,1.90,2.33,4.23,0.00,80.00,3.00
223582,358.84,-1.27,-1.90,0.75,1.01,2.36,1.91,2.28,4.26,0.00,80.00,3.00
223611,358.85,-1.27,-1.90,0.73,0.99,2.37,1.88,2.26,4.28,0.00,80.00,3.00
223640,358.92,-1.27,-1.90,0.73,1.02,2.47,1.82,2.29,4.37,0.00,80.00,3.00
223670,358.92,-1.27,-1.90,0.71,1.00,2.41,1.79,2.28,4.31,0.00,80.00,3.00
223701,358.94,-1.27,-1.90,0.78,0.92,2.43,1.84,2.19,4.32,0.00,80.00,3.00
223730,358.91,-1.27,-1.90,0.70,0.91,2.37,1.79,2.18,4.26,0.00,80.00,3.00
223759,359.02,-1.28,-1.90,0.85,0.95,2.36,1.82,2.22,4.26,0.00,80.00,3.00
223788,359.09,-1.28,-1.89,0.83,0.91,2.34,1.74,2.20,4.23,0.00,80.00,3.00
223817,359.07,-1.27,-1.89,0.86,0.86,2.34,1.79,2.13,4.23,0.00,80.00,3.00
223846,359.07,-1.27,-1.89,0.87,0.95,2.38,1.80,2.22,4.27,0.00,80.00,3.00
223874,359.02,-1.27,-1.89,0.84,0.96,2.33,1.82,2.23,4.22,0.00,80.00,3.00
223906,359.07,-1.27,-1.88,0.78,1.00,2.39,1.71,2.27,4.28,0.00,80.00,3.00
223935,359.07,-1.27,-1.89,0.79,0.96,2.38,1.71,2.23,4.27,0.00,80.00,3.00
223964,359.05,-1.27,-1.89,0.82,0.98,2.33,1.77,2.25,4.22,0.00,80.00,3.00
224010,359.07,-1.28,-1.90,0.71,0.95,2.29,1.64,2.23,4.19,0.00,80.00,3.00
224039,359.15,-1.28,-1.91,0.77,0.90,2.30,1.62,2.18,4.21,0.00,80.00,3.00
224067,359.09,-1.27,-1.90,0.73,0.89,2.37,1.64,2.16,4.27,0.00,80.00,3.00
224096,359.06,-1.28,-1.90,0.64,0.86,2.33,1.58,2.14,4.23,0.00,80.00,3.00
224128,359.09,-1.27,-1.90,0.67,0.87,2.35,1.58,2.14,4.25,0.00,80.00,3.00
224157,359.13,-1.28,-1.90,0.73,0.82,2.40,1.60,2.10,4.30,0.00,80.00,3.00
224187,359.14,-1.28,-1.90,0.77,0.86,2.44,1.62,2.15,4.33,0.00,80.00,3.00
224216,359.11,-1.27,-1.89,0.70,0.91,2.44,1.59,2.18,4.33,0.00,80.00,3.00
224245,359.11,-1.27,-1.89,0.77,0.92,2.37,1.66,2.19,4.25,0.00,80.00,3.00
224274,359.12,-1.27,-1.89,0.73,0.90,2.42,1.61,2.17,4.32,0.00,80.00,3.00
224303,359.02,-1.27,-1.90,0.64,0.90,2.37,1.62,2.17,4.27,0.00,80.00,3.00
224336,359.00,-1.27,-1.90,0.70,0.97,2.34,1.69,2.24,4.24,0.00,80.00,3.00
224365,359.00,-1.27,-1.90,0.75,0.97,2.30,1.75,2.24,4.20,0.00,80.00,3.00
224394,359.01,-1.27,-1.90,0.77,0.99,2.32,1.76,2.25,4.22,0.00,80.00,3.00
224423,358.99,-1.26,-1.90,0.83,0.97,2.24,1.84,2.24,4.14,0.00,80.00,3.00
224453,359.02,-1.26,-1.90,0.89,0.97,2.19,1.87,2.23,4.09,0.00,80.00,3.00
224482,359.05,-1.27,-1.90,0.80,1.00,2.23,1.74,2.26,4.13,0.00,80.00,3.00
224511,359.09,-1.27,-1.90,0.74,0.95,2.21,1.65,2.22,4.11,0.00,80.00,3.00
224552,359.12,-1.27,-1.90,0.71,0.95,2.26,1.60,2.22,4.16,0.00,80.00,3.00
224598,359.08,-1.27,-1.90,0.67,0.91,2.28,1.59,2.18,4.18,0.00,80.00,3.00
224733,358.97,-1.28,-1.90,0.62,0.93,2.32,1.65,2.21,4.22,0.00,80.00,3.00
224869,359.00,-1.27,-1.90,0.77,1.03,2.25,1.77,2.30,4.15,0.00,80.00,3.00
225009,359.05,-1.28,-1.91,0.78,1.02,2.28,1.73,2.30,4.18,0.00,80.00,3.00
225038,359.12,-1.29,-1.91,0.76,1.06,2.31,1.64,2.34,4.22,0.00,80.00,3.00
225067,359.06,-1.27,-1.91,0.72,1.01,2.29,1.65,2.28,4.20,0.00,80.00,3.00
225100,359.09,-1.28,-1.90,0.68,1.00,2.31,1.59,2.27,4.21,0.00,80.00,3.00
225129,359.08,-1.28,-1.90,0.83,0.98,2.30,1.75,2.26,4.19,0.00,80.00,3.00
225158,359.06,-1.28,-1.89,0.72,0.94,2.39,1.66,2.22,4.28,0.00,80.00,3.00
225187,359.07,-1.29,-1.89,0.73,0.87,2.41,1.66,2.16,4.30,0.00,80.00,3.00
225217,359.04,-1.29,-1.89,0.74,0.88,2.28,1.70,2.17,4.16,0.00,80.00,3.00
225246,359.05,-1.29,-1.89,0.88,0.91,2.42,1.82,2.20,4.31,0.00,80.00,3.00
225275,359.07,-1.28,-1.89,0.74,0.85,2.54,1.66,2.13,4.43,0.00,80.00,3.00
225307,359.10,-1.28,-1.88,0.71,0.83,2.55,1.61,2.10,4.43,0.00,80.00,3.00
225336,359.10,-1.28,-1.88,0.69,0.81,2.53,1.59,2.09,4.41,0.00,80.00,3.00
225366,359.03,-1.27,-1.88,0.81,0.80,2.44,1.78,2.07,4.32,0.00,80.00,3.00
225395,359.08,-1.27,-1.88,0.81,0.87,2.43,1.73,2.14,4.31,0.00,80.00,3.00
225424,359.11,-1.27,-1.88,0.83,0.88,2.34,1.73,2.15,4.22,0.00,80.00,3.00
225453,359.10,-1.28,-1.88,0.75,0.95,2.29,1.64,2.22,4.17,0.00,80.00,3.00
225482,359.05,-1.27,-1.88,0.79,0.95,2.30,1.74,2.23,4.18,0.00,80.00,3.00
225532,359.01,-1.28,-1.89,0.85,0.97,2.34,1.84,2.25,4.23,0.00,80.00,3.00
225561,359.00,-1.27,-1.88,0.75,0.98,2.34,1.74,2.26,4.22,0.00,80.00,3.00
225590,359.10,-1.28,-1.89,0.74,0.94,2.32,1.65,2.21,4.21,0.00,80.00,3.00
225619,359.02,-1.27,-1.89,0.74,0.89,2.37,1.72,2.16,4.26,0.00,80.00,3.00
225649,358.98,-1.27,-1.89,0.72,0.91,2.34,1.75,2.18,4.24,0.00,80.00,3.00
225678,358.98,-1.27,-1.89,0.75,0.90,2.36,1.77,2.17,4.25,0.00,80.00,3.00
225707,358.96,-1.27,-1.89,0.71,0.90,2.33,1.75,2.18,4.22,0.00,80.00,3.00
225739,358.99,-1.27,-1.89,0.72,0.92,2.41,1.73,2.19,4.31,0.00,80.00,3.00
225768,358.97,-1.27,-1.90,0.69,0.96,2.35,1.72,2.23,4.25,0.00,80.00,3.00
225798,358.89,-1.26,-1.90,0.72,0.96,2.34,1.83,2.23,4.24,0.00,80.00,3.00
225827,358.91,-1.26,-1.90,0.67,0.94,2.36,1.76,2.21,4.26,0.00,80.00,3.00
225856,358.85,-1.26,-1.90,0.70,0.92,2.36,1.85,2.18,4.25,0.00,80.00,3.00
225885,358.83,-1.26,-1.90,0.73,0.91,2.31,1.89,2.17,4.21,0.00,80.00,3.00
225914,358.81,-1.25,-1.90,0.76,0.91,2.32,1.95,2.16,4.22,0.00,80.00,3.00
225946,358.80,-1.25,-1.91,0.72,0.92,2.36,1.92,2.16,4.27,0.00,80.00,3.00
225976,358.75,-1.26,-1.91,0.81,0.95,2.33,2.06,2.21,4.24,0.00,80.00,3.00
226005,358.71,-1.25,-1.92,0.84,0.97,2.32,2.13,2.22,4.23,0.00,80.00,3.00
226034,358.71,-1.25,-1.91,0.89,0.99,2.31,2.17,2.25,4.23,0.00,80.00,3.00
226063,358.71,-1.26,-1.92,0.83,1.04,2.33,2.11,2.29,4.25,0.00,80.00,3.00
226109,358.71,-1.26,-1.91,0.92,1.01,2.41,2.21,2.27,4.32,0.00,80.00,3.00
226139,358.76,-1.26,-1.91,0.91,1.01,2.38,2.15,2.27,4.29,0.00,80.00,3.00
226171,358.85,-1.25,-1.91,0.77,0.98,2.37,1.92,2.23,4.28,0.00,80.00,3.00
226200,358.78,-1.26,-1.91,0.72,0.98,2.33,1.93,2.24,4.24,0.00,80.00,3.00
226229,358.77,-1.24,-1.90,0.72,0.94,2.34,1.96,2.18,4.24,0.00,80.00,3.00
226258,358.77,-1.25,-1.90,0.73,0.90,2.33,1.96,2.15,4.24,0.00,80.00,3.00
226287,358.74,-1.25,-1.91,0.67,0.91,2.27,1.94,2.16,4.18,0.00,80.00,3.00
226317,358.76,-1.26,-1.91,0.63,0.88,2.25,1.87,2.14,4.16,0.00,80.00,3.00
226346,358.72,-1.26,-1.91,0.77,0.89,2.35,2.04,2.15,4.27,0.00,80.00,3.00
226378,358.71,-1.27,-1.91,0.79,0.88,2.30,2.08,2.14,4.21,0.00,80.00,3.00
226407,358.69,-1.27,-1.91,0.81,0.85,2.24,2.11,2.12,4.15,0.00,80.00,3.00
226436,358.74,-1.26,-1.91,0.86,0.82,2.29,2.11,2.08,4.21,0.00,80.00,3.00
226465,358.75,-1.26,-1.92,0.87,0.84,2.34,2.12,2.10,4.25,0.00,80.00,3.00
226494,358.70,-1.27,-1.92,0.83,0.87,2.25,2.13,2.14,4.17,0.00,80.00,3.00
226532,358.65,-1.26,-1.91,0.86,0.89,2.29,2.20,2.16,4.19,0.00,80.00,3.00
226561,358.58,-1.26,-1.91,0.91,0.93,2.34,2.34,2.19,4.24,0.00,80.00,3.00
226593,358.56,-1.27,-1.91,1.00,0.97,2.42,2.44,2.24,4.32,0.00,80.00,3.00
226623,358.53,-1.27,-1.91,1.00,1.00,2.41,2.47,2.26,4.32,0.00,80.00,3.00
226652,358.57,-1.26,-1.91,1.00,0.98,2.50,2.43,2.25,4.41,0.00,80.00,3.00
226698,358.59,-1.26,-1.92,0.99,0.97,2.59,2.40,2.23,4.51,0.00,80.00,3.00
226727,358.61,-1.26,-1.92,0.89,0.95,2.67,2.28,2.21,4.59,0.00,80.00,3.00
226756,358.60,-1.26,-1.92,0.80,0.92,2.64,2.20,2.18,4.56,0.00,80.00,3.00
226785,358.59,-1.25,-1.93,0.70,0.92,2.58,2.11,2.17,4.51,0.00,80.00,3.00
226817,358.62,-1.26,-1.93,0.67,0.88,2.54,2.06,2.13,4.47,0.00,80.00,3.00
226847,358.52,-1.26,-1.94,0.66,0.91,2.55,2.14,2.16,4.49,0.00,80.00,3.00
226876,358.49,-1.26,-1.94,0.71,0.90,2.44,2.22,2.16,4.38,0.00,80.00,3.00
226905,358.51,-1.26,-1.93,0.70,0.88,2.38,2.19,2.14,4.31,0.00,80.00,3.00
226934,358.49,-1.25,-1.93,0.77,0.89,2.40,2.28,2.14,4.33,0.00,80.00,3.00
226963,358.50,-1.26,-1.93,0.93,0.89,2.47,2.43,2.15,4.40,0.00,80.00,3.00
226992,358.49,-1.26,-1.92,0.88,0.91,2.41,2.39,2.17,4.33,0.00,80.00,3.00
227025,358.49,-1.27,-1.92,0.89,0.92,2.40,2.41,2.19,4.31,0.00,80.00,3.00
227054,358.53,-1.26,-1.92,0.87,0.96,2.46,2.34,2.23,4.38,0.00,80.00,3.00
227083,358.56,-1.27,-1.92,0.71,0.99,2.46,2.15,2.26,4.39,0.00,80.00,3.00
227112,358.50,-1.27,-1.93,0.61,1.02,2.35,2.11,2.29,4.27,0.00,80.00,3.00
227141,358.57,-1.29,-1.92,0.53,0.92,2.30,1.97,2.21,4.23,0.00,80.00,3.00
227170,358.55,-1.28,-1.93,0.48,0.89,2.32,1.93,2.17,4.25,0.00,80.00,3.00
227199,358.49,-1.28,-1.94,0.49,0.90,2.32,2.00,2.17,4.26,0.00,80.00,3.00
227231,358.47,-1.27,-1.94,0.62,0.88,2.33,2.15,2.16,4.27,0.00,80.00,3.00
227278,358.50,-1.28,-1.94,0.73,0.84,2.35,2.23,2.12,4.29,0.00,80.00,3.00
227307,358.44,-1.28,-1.94,0.75,0.85,2.36,2.31,2.13,4.29,0.00,80.00,3.00
227336,358.52,-1.27,-1.94,0.79,0.82,2.34,2.27,2.10,4.27,0.00,80.00,3.00
227365,358.47,-1.28,-1.93,0.88,0.81,2.29,2.41,2.09,4.22,0.00,80.00,3.00
227394,358.58,-1.28,-1.92,0.90,0.79,2.21,2.32,2.08,4.13,0.00,80.00,3.00
227423,358.57,-1.28,-1.92,0.81,0.80,2.19,2.24,2.08,4.11,0.00,80.00,3.00
227456,358.65,-1.28,-1.92,0.78,0.82,2.22,2.13,2.10,4.14,0.00,80.00,3.00
227485,358.69,-1.29,-1.93,0.81,0.85,2.31,2.13,2.13,4.24,0.00,80.00,3.00
227514,358.72,-1.28,-1.93,0.91,0.91,2.34,2.19,2.19,4.27,0.00,80.00,3.00
227543,358.80,-1.27,-1.92,0.94,0.90,2.50,2.13,2.17,4.43,0.00,80.00,3.00
227572,358.77,-1.27,-1.92,0.97,0.91,2.55,2.20,2.18,4.47,0.00,80.00,3.00
227601,358.76,-1.27,-1.91,0.98,0.91,2.62,2.22,2.18,4.53,0.00,80.00,3.00
227630,358.73,-1.28,-1.91,0.99,0.93,2.55,2.26,2.21,4.46,0.00,80.00,3.00
227662,358.66,-1.28,-1.91,0.84,0.90,2.49,2.19,2.18,4.40,0.00,80.00,3.00
227692,358.66,-1.27,-1.92,0.81,0.92,2.42,2.15,2.20,4.34,0.00,80.00,3.00
227721,358.62,-1.27,-1.92,0.76,0.90,2.33,2.14,2.17,4.25,0.00,80.00,3.00
227750,358.62,-1.28,-1.92,0.79,0.89,2.26,2.17,2.17,4.18,0.00,80.00,3.00
227779,358.63,-1.28,-1.92,0.81,0.87,2.24,2.18,2.15,4.16,0.00,80.00,3.00
227808,358.62,-1.27,-1.92,0.87,0.86,2.31,2.25,2.13,4.23,0.00,80.00,3.00
227855,358.65,-1.27,-1.93,1.02,0.92,2.40,2.38,2.18,4.32,0.00,80.00,3.00
227887,358.71,-1.26,-1.92,1.05,0.93,2.40,2.34,2.19,4.32,0.00,80.00,3.00
227916,358.71,-1.26,-1.92,1.11,0.97,2.40,2.39,2.23,4.32,0.00,80.00,3.00
227945,358.74,-1.26,-1.92,1.02,1.01,2.40,2.28,2.27,4.31,0.00,80.00,3.00
227974,358.78,-1.27,-1.92,1.09,0.99,2.34,2.31,2.25,4.26,0.00,80.00,3.00
228003,358.77,-1.27,-1.91,0.99,0.95,2.28,2.22,2.22,4.20,0.00,80.00,3.00
228032,358.77,-1.26,-1.92,0.89,0.94,2.25,2.12,2.20,4.17,0.00,80.00,3.00
228062,358.79,-1.27,-1.92,0.88,0.94,2.28,2.09,2.21,4.20,0.00,80.00,3.00
228094,358.78,-1.28,-1.92,0.78,0.91,2.30,1.99,2.19,4.22,0.00,80.00,3.00
228123,358.83,-1.28,-1.92,0.73,0.96,2.35,1.89,2.24,4.27,0.00,80.00,3.00
228152,358.92,-1.28,-1.92,0.71,0.97,2.36,1.79,2.25,4.28,0.00,80.00,3.00
228190,358.87,-1.28,-1.92,0.76,0.95,2.36,1.88,2.23,4.28,0.00,80.00,3.00
228219,358.88,-1.28,-1.91,0.74,0.93,2.34,1.86,2.20,4.25,0.00,80.00,3.00
228248,358.93,-1.28,-1.91,0.74,0.92,2.31,1.81,2.20,4.22,0.00,80.00,3.00
228277,358.91,-1.29,-1.91,0.75,0.86,2.34,1.83,2.15,4.25,0.00,80.00,3.00
228309,358.89,-1.29,-1.91,0.69,0.84,2.33,1.80,2.13,4.24,0.00,80.00,3.00
228338,358.89,-1.29,-1.91,0.78,0.90,2.31,1.88,2.19,4.22,0.00,80.00,3.00
228367,358.95,-1.29,-1.90,0.76,0.94,2.33,1.80,2.22,4.23,0.00,80.00,3.00
228396,358.99,-1.28,-1.90,0.75,0.93,2.28,1.76,2.21,4.18,0.00,80.00,3.00
228442,358.96,-1.29,-1.91,0.81,0.90,2.32,1.85,2.19,4.22,0.00,80.00,3.00
228471,358.90,-1.29,-1.91,0.91,0.92,2.34,2.01,2.21,4.25,0.00,80.00,3.00
228501,358.88,-1.29,-1.91,0.86,0.92,2.38,1.98,2.21,4.29,0.00,80.00,3.00
228533,358.92,-1.28,-1.92,0.75,0.86,2.31,1.83,2.14,4.24,0.00,80.00,3.00
228562,358.90,-1.27,-1.93,0.72,0.88,2.33,1.82,2.15,4.25,0.00,80.00,3.00
228591,358.84,-1.28,-1.93,0.69,0.91,2.38,1.85,2.19,4.31,0.00,80.00,3.00
228620,358.87,-1.27,-1.93,0.67,0.98,2.29,1.80,2.25,4.22,0.00,80.00,3.00
228649,358.85,-1.27,-1.92,0.68,1.02,2.26,1.83,2.29,4.18,0.00,80.00,3.00
228678,358.88,-1.26,-1.93,0.75,1.01,2.24,1.88,2.27,4.16,0.00,80.00,3.00
228707,358.92,-1.27,-1.93,0.77,1.02,2.33,1.85,2.29,4.27,0.00,80.00,3.00
228739,358.93,-1.27,-1.92,0.77,1.02,2.28,1.84,2.28,4.21,0.00,80.00,3.00
228769,359.00,-1.26,-1.92,0.78,0.97,2.28,1.78,2.24,4.20,0.00,80.00,3.00
228798,359.01,-1.26,-1.92,0.87,0.89,2.27,1.86,2.15,4.20,0.00,80.00,3.00
228827,359.13,-1.26,-1.92,0.77,0.93,2.28,1.64,2.19,4.20,0.00,80.00,3.00
228856,359.11,-1.26,-1.92,0.86,0.93,2.20,1.75,2.19,4.12,0.00,80.00,3.00
228885,359.18,-1.25,-1.93,0.94,0.94,2.22,1.76,2.19,4.15,0.00,80.00,3.00
228914,359.13,-1.25,-1.93,0.91,0.92,2.28,1.79,2.18,4.22,0.00,80.00,3.00
228946,359.14,-1.26,-1.94,0.85,0.95,2.24,1.71,2.21,4.18,0.00,80.00,3.00
228975,359.09,-1.26,-1.93,0.82,0.98,2.25,1.74,2.24,4.18,0.00,80.00,3.00
229022,359.17,-1.26,-1.93,0.91,0.96,2.25,1.74,2.22,4.18,0.00,80.00,3.00
229051,359.17,-1.26,-1.92,0.86,0.91,2.32,1.68,2.17,4.24,0.00,80.00,3.00
229080,359.09,-1.27,-1.92,0.86,0.95,2.27,1.77,2.22,4.18,0.00,80.00,3.00
229109,359.18,-1.27,-1.92,0.92,1.02,2.25,1.74,2.29,4.17,0.00,80.00,3.00
229138,359.21,-1.27,-1.93,0.78,0.97,2.22,1.58,2.23,4.15,0.00,80.00,3.00
229170,359.27,-1.26,-1.93,0.84,0.96,2.24,1.56,2.22,4.17,0.00,80.00,3.00
229199,359.35,-1.26,-1.93,0.81,0.97,2.29,1.46,2.23,4.21,0.00,80.00,3.00
229228,359.31,-1.27,-1.92,0.79,0.99,2.24,1.49,2.26,4.16,0.00,80.00,3.00
229257,359.38,-1.28,-1.92,0.81,0.96,2.23,1.43,2.24,4.15,0.00,80.00,3.00
229286,359.42,-1.29,-1.92,0.87,0.99,2.33,1.45,2.27,4.25,0.00,80.00,3.00
229315,359.44,-1.29,-1.92,0.83,1.00,2.32,1.39,2.30,4.24,0.00,80.00,3.00
229344,359.50,-1.30,-1.92,0.79,0.98,2.25,1.30,2.28,4.16,0.00,80.00,3.00
229376,359.46,-1.29,-1.91,0.77,0.95,2.28,1.31,2.25,4.20,0.00,80.00,3.00
229406,359.42,-1.29,-1.92,0.72,0.95,2.38,1.30,2.24,4.30,0.00,80.00,3.00
229435,359.42,-1.29,-1.92,0.70,0.98,2.29,1.27,2.27,4.21,0.00,80.00,3.00
229464,359.47,-1.29,-1.92,0.76,0.94,2.37,1.29,2.24,4.29,0.00,80.00,3.00
229493,359.41,-1.29,-1.92,0.72,0.89,2.37,1.31,2.19,4.29,0.00,80.00,3.00
229522,359.46,-1.30,-1.91,0.67,0.93,2.36,1.22,2.23,4.27,0.00,80.00,3.00
229551,359.41,-1.31,-1.91,0.70,0.91,2.29,1.28,2.22,4.20,0.00,80.00,3.00
229600,359.46,-1.30,-1.91,0.76,0.91,2.24,1.29,2.21,4.15,0.00,80.00,3.00
229629,359.52,-1.30,-1.91,0.73,0.89,2.34,1.21,2.18,4.25,0.00,80.00,3.00
229658,359.48,-1.29,-1.91,0.77,0.92,2.26,1.29,2.22,4.17,0.00,80.00,3.00
229687,359.40,-1.29,-1.91,0.86,0.99,2.23,1.46,2.28,4.14,0.00,80.00,3.00
229717,359.42,-1.29,-1.91,0.91,0.96,2.25,1.49,2.25,4.16,0.00,80.00,3.00
229746,359.41,-1.28,-1.91,0.84,0.97,2.29,1.44,2.25,4.20,0.00,80.00,3.00
229775,359.42,-1.28,-1.92,0.83,0.94,2.35,1.42,2.22,4.27,0.00,80.00,3.00
229807,359.43,-1.28,-1.92,0.82,0.86,2.36,1.39,2.14,4.28,0.00,80.00,3.00
229844,359.48,-1.28,-1.92,0.71,0.83,2.38,1.23,2.10,4.29,0.00,80.00,3.00
229873,359.44,-1.28,-1.92,0.66,0.84,2.42,1.22,2.12,4.34,0.00,80.00,3.00
229903,359.43,-1.28,-1.92,0.74,0.92,2.43,1.31,2.20,4.35,0.00,80.00,3.00
229932,359.38,-1.28,-1.92,0.73,0.92,2.36,1.35,2.20,4.29,0.00,80.00,3.00
229961,359.44,-1.28,-1.92,0.75,1.00,2.40,1.31,2.28,4.32,0.00,80.00,3.00
229990,359.47,-1.28,-1.92,0.79,1.03,2.39,1.32,2.31,4.31,0.00,80.00,3.00
230022,359.49,-1.28,-1.91,0.84,0.99,2.40,1.35,2.27,4.31,0.00,80.00,3.00
230051,359.49,-1.28,-1.91,0.88,0.97,2.39,1.39,2.25,4.30,0.00,80.00,3.00
230080,359.51,-1.28,-1.92,0.87,0.94,2.40,1.36,2.22,4.31,0.00,80.00,3.00
230109,359.58,-1.27,-1.91,0.87,0.99,2.34,1.29,2.26,4.26,0.00,80.00,3.00
230138,359.53,-1.27,-1.92,0.84,0.99,2.36,1.31,2.26,4.28,0.00,80.00,3.00
230167,359.50,-1.28,-1.92,0.83,1.05,2.41,1.32,2.33,4.32,0.00,80.00,3.00
230214,359.43,-1.27,-1.92,0.84,1.08,2.46,1.41,2.35,4.37,0.00,80.00,3.00
230246,359.36,-1.27,-1.91,0.86,1.11,2.49,1.50,2.38,4.40,0.00,80.00,3.00
230275,359.44,-1.28,-1.91,0.90,1.08,2.44,1.46,2.36,4.35,0.00,80.00,3.00
230304,359.43,-1.29,-1.91,0.91,1.02,2.47,1.48,2.31,4.38,0.00,80.00,3.00
230333,359.38,-1.29,-1.90,0.93,1.02,2.40,1.55,2.31,4.31,0.00,80.00,3.00
230362,359.37,-1.29,-1.90,0.93,0.98,2.30,1.56,2.27,4.20,0.00,80.00,3.00
230391,359.38,-1.29,-1.91,0.86,0.97,2.28,1.48,2.26,4.19,0.00,80.00,3.00
230420,359.36,-1.30,-1.91,0.70,0.93,2.30,1.34,2.23,4.21,0.00,80.00,3.00
230452,359.36,-1.29,-1.91,0.78,0.93,2.28,1.42,2.22,4.19,0.00,80.00,3.00
230481,359.35,-1.29,-1.91,0.84,0.90,2.33,1.50,2.19,4.23,0.00,80.00,3.00
230510,359.37,-1.30,-1.91,0.85,0.89,2.38,1.48,2.19,4.28,0.00,80.00,3.00
230539,359.32,-1.30,-1.90,0.84,0.88,2.38,1.53,2.18,4.28,0.00,80.00,3.00
230568,359.37,-1.30,-1.89,0.89,0.91,2.37,1.52,2.21,4.26,0.00,80.00,3.00
230597,359.43,-1.30,-1.90,0.87,0.89,2.40,1.44,2.20,4.29,0.00,80.00,3.00
230626,359.35,-1.30,-1.90,0.79,0.93,2.38,1.44,2.23,4.28,0.00,80.00,3.00
230659,359.34,-1.30,-1.89,0.90,0.91,2.36,1.56,2.21,4.25,0.00,80.00,3.00
230688,359.38,-1.31,-1.89,0.91,0.89,2.39,1.53,2.20,4.28,0.00,80.00,3.00
230717,359.35,-1.30,-1.89,0.97,0.93,2.35,1.63,2.23,4.25,0.00,80.00,3.00
230746,359.35,-1.30,-1.89,0.99,0.88,2.41,1.64,2.18,4.30,0.00,80.00,3.00
230792,359.34,-1.29,-1.89,1.03,0.91,2.43,1.68,2.20,4.32,0.00,80.00,3.00
230821,359.36,-1.29,-1.89,0.90,0.91,2.42,1.54,2.20,4.31,0.00,80.00,3.00
230850,359.38,-1.29,-1.90,0.77,0.97,2.39,1.38,2.26,4.28,0.00,80.00,3.00
230882,359.35,-1.29,-1.89,0.85,0.98,2.41,1.51,2.27,4.30,0.00,80.00,3.00
230911,359.33,-1.29,-1.88,0.86,0.96,2.43,1.53,2.25,4.31,0.00,80.00,3.00
230940,359.35,-1.29,-1.88,0.83,0.99,2.41,1.49,2.28,4.29,0.00,80.00,3.00
230969,359.37,-1.29,-1.88,0.85,0.97,2.45,1.47,2.25,4.34,0.00,80.00,3.00
230998,359.29,-1.28,-1.88,0.86,0.92,2.49,1.57,2.20,4.37,0.00,80.00,3.00
231026,359.37,-1.28,-1.88,0.85,0.89,2.50,1.48,2.17,4.38,0.00,80.00,3.00
231055,359.44,-1.27,-1.89,0.69,0.90,2.38,1.26,2.16,4.27,0.00,80.00,3.00
231093,359.52,-1.27,-1.88,0.70,0.89,2.32,1.17,2.17,4.20,0.00,80.00,3.00
231122,359.53,-1.27,-1.87,0.72,0.89,2.22,1.20,2.16,4.10,0.00,80.00,3.00
231150,359.53,-1.27,-1.87,0.73,0.95,2.11,1.20,2.22,3.98,0.00,80.00,3.00
231179,359.53,-1.27,-1.87,0.79,0.99,2.07,1.26,2.26,3.94,0.00,80.00,3.00
